"term","frequency","density","occurrence"
"multi",37,0.000114234904011806,0.0132
"murder",25,7.71857459539232e-05,0.0052
"murderer",2,6.17485967631386e-06,8e-04
"muscle",5,1.54371491907846e-05,0.002
"myths",1,3.08742983815693e-06,4e-04
"name",208,0.000642185406336641,0.0508
"nearly",40,0.000123497193526277,0.0124
"needed",114,0.00035196700154989,0.0304
"novel",8,2.46994387052554e-05,0.0024
"novelist",7,2.16120088670985e-05,0.002
"nows",1,3.08742983815693e-06,4e-04
"obsession",1,3.08742983815693e-06,4e-04
"october",101,0.00031183041365385,0.0284
"offered",18,5.55737370868247e-05,0.0064
"opening",20,6.17485967631386e-05,0.0052
"opens",12,3.70491580578831e-05,0.004
"original",260,0.000802731757920801,0.0828
"originally",18,5.55737370868247e-05,0.0072
"paragraph",7,2.16120088670985e-05,0.002
"pasts",2,6.17485967631386e-06,8e-04
"penned",2,6.17485967631386e-06,8e-04
"peterson",6,1.85245790289416e-05,0.0012
"phenomenon",4,1.23497193526277e-05,0.0016
"pills",5,1.54371491907846e-05,0.002
"pleasure",7,2.16120088670985e-05,0.002
"poems",1,3.08742983815693e-06,4e-04
"point",260,0.000802731757920801,0.0768
"pound",9,2.77868685434123e-05,0.0036
"power",146,0.000450764756370911,0.0256
"powerfully",1,3.08742983815693e-06,4e-04
"pragmatic",2,6.17485967631386e-06,8e-04
"praise",4,1.23497193526277e-05,0.0012
"prison",18,5.55737370868247e-05,0.0024
"prisoner",1,3.08742983815693e-06,4e-04
"prisons",1,3.08742983815693e-06,4e-04
"profound",11,3.39617282197262e-05,0.0024
"promise",33,0.000101885184659179,0.0096
"protein",2,6.17485967631386e-06,4e-04
"published",45,0.000138934342717062,0.014
"publisher",18,5.55737370868247e-05,0.0036
"publishers",12,3.70491580578831e-05,0.0028
"publishing",15,4.63114475723539e-05,0.0044
"push",12,3.70491580578831e-05,0.0044
"puts",18,5.55737370868247e-05,0.0072
"racket",1,3.08742983815693e-06,4e-04
"reading",89,0.000274781255595967,0.0304
"reasons",67,0.000206857799156514,0.0252
"received",163,0.000503251063619579,0.0492
"recently",81,0.000250081816890711,0.0276
"refreshingly",1,3.08742983815693e-06,4e-04
"released",54,0.000166721211260474,0.0184
"remembered",3,9.26228951447078e-06,4e-04
"renowned",1,3.08742983815693e-06,4e-04
"residing",2,6.17485967631386e-06,8e-04
"respected",3,9.26228951447078e-06,0.0012
"result",60,0.000185245790289416,0.0204
"richards",2,6.17485967631386e-06,4e-04
"robbery",5,1.54371491907846e-05,0.0012
"rooney",1,3.08742983815693e-06,4e-04
"roots",13,4.01365878960401e-05,0.0052
"scots",3,9.26228951447078e-06,0.0012
"scribbling",1,3.08742983815693e-06,4e-04
"scrubs",1,3.08742983815693e-06,4e-04
"sculpt",1,3.08742983815693e-06,4e-04
"seconds",45,0.000138934342717062,0.0144
"secrets",4,1.23497193526277e-05,0.0016
"see",545,0.00168264926179553,0.1492
"seem",151,0.000466201905561696,0.0532
"sense",78,0.00024081952737624,0.0244
"sentence",11,3.39617282197262e-05,0.0044
"sentenced",5,1.54371491907846e-05,0.0016
"sentences",5,1.54371491907846e-05,0.0016
"serial",29,8.95354653065509e-05,0.0052
"series",39,0.00012040976368812,0.0144
"seven",26,8.02731757920801e-05,0.0096
"shares",15,4.63114475723539e-05,0.0048
"shit",16,4.93988774105108e-05,0.006
"sick",12,3.70491580578831e-05,0.0048
"siege",1,3.08742983815693e-06,4e-04
"signed",51,0.000157458921746003,0.0188
"sitting",31,9.57103249828648e-05,0.01
"skills",11,3.39617282197262e-05,0.0036
"society",87,0.000268606395919653,0.0172
"solitary",4,1.23497193526277e-05,4e-04
"something",409,0.00126275880380618,0.128
"sometimes",70,0.000216120088670985,0.0188
"space",92,0.000284043545110437,0.0244
"speak",43,0.000132759483040748,0.0136
"special",60,0.000185245790289416,0.0212
"spending",39,0.00012040976368812,0.0088
"spent",57,0.000175983500774945,0.0184
"stabbed",2,6.17485967631386e-06,8e-04
"stable",27,8.33606056302371e-05,0.0064
"standing",13,4.01365878960401e-05,0.004
"star",16,4.93988774105108e-05,0.0048
"start",154,0.000475464195076167,0.05
"starts",31,9.57103249828648e-05,0.012
"steve",56,0.000172896070936788,0.0124
"strength",34,0.000104972614497336,0.0044
"stuck",26,8.02731757920801e-05,0.0104
"stuff",232,0.000716283722452407,0.0668
"style",109,0.000336529852359105,0.0188
"supplements",2,6.17485967631386e-06,8e-04
"table",116,0.000358141861226204,0.012
"taker",1,3.08742983815693e-06,4e-04
"talents",2,6.17485967631386e-06,4e-04
"tall",25,7.71857459539232e-05,0.0088
"teacher",8,2.46994387052554e-05,0.0028
"teaching",9,2.77868685434123e-05,0.0032
"ten",37,0.000114234904011806,0.0108
"term",69,0.000213032658832828,0.0144
"thats",9,2.77868685434123e-05,0.002
"things",288,0.000889179793389195,0.0876
"three",168,0.000518688212810364,0.0464
"thu",133,0.000410628168474871,0.0444
"times",238,0.000734808301481349,0.0572
"title",54,0.000166721211260474,0.0096
"towards",34,0.000104972614497336,0.0128
"tracey",1,3.08742983815693e-06,4e-04
"trainers",1,3.08742983815693e-06,4e-04
"transferred",8,2.46994387052554e-05,0.0032
"trouble",57,0.000175983500774945,0.0188
"turned",55,0.000169808641098631,0.0192
"two",392,0.00121027249655752,0.1072
"underworld",2,6.17485967631386e-06,8e-04
"unit",21,6.48360266012955e-05,0.008
"ups",8,2.46994387052554e-05,0.0028
"violence",42,0.000129672053202591,0.0084
"violent",13,4.01365878960401e-05,0.0048
"virtually",14,4.3224017734197e-05,0.0048
"weighing",3,9.26228951447078e-06,0.0012
"william",24,7.40983161157663e-05,0.0084
"winning",10,3.08742983815693e-05,0.0032
"wipe",7,2.16120088670985e-05,0.0028
"wish",54,0.000166721211260474,0.0184
"words",124,0.000382841299931459,0.0356
"worth",100,0.000308742983815693,0.0348
"write",126,0.000389016159607773,0.0384
"writes",182,0.000561912230544561,0.0676
"written",70,0.000216120088670985,0.0244
"years",407,0.00125658394412987,0.088
"yes",206,0.000636010546660327,0.0704
"access",150,0.000463114475723539,0.0348
"amavis",4,1.23497193526277e-05,0.0012
"appreciate",18,5.55737370868247e-05,0.0064
"based",236,0.000728633441805035,0.0532
"canned",1,3.08742983815693e-06,4e-04
"cgi",60,0.000185245790289416,0.0196
"clamav",1,3.08742983815693e-06,4e-04
"clients",49,0.000151284062069689,0.0148
"configuration",17,5.24863072486678e-05,0.0056
"engines",36,0.000111147474173649,0.0092
"exists",43,0.000132759483040748,0.012
"feature",77,0.000237732097538083,0.0224
"filtering",38,0.000117322333849963,0.0108
"find",363,0.00112073703125096,0.1036
"giving",55,0.000169808641098631,0.0204
"inphonic",125,0.000385928729769616,0.044
"interface",53,0.000163633781422317,0.0156
"isps",12,3.70491580578831e-05,0.0044
"lists",1348,0.00416185542183554,0.224
"mirrors",23,7.10108862776093e-05,0.0048
"net",2337,0.00721532353177274,0.3484
"nothing",173,0.000534125362001149,0.0568
"numerous",12,3.70491580578831e-05,0.0048
"old",354,0.00109295016270755,0.1148
"options",49,0.000151284062069689,0.014
"osdn",178,0.000549562511191933,0.064
"phone",284,0.000876830074036568,0.084
"postfix",8,2.46994387052554e-05,0.0028
"prefer",34,0.000104972614497336,0.0128
"prefs",19,5.86611669249816e-05,0.004
"procmail",115,0.000355054431388047,0.02
"provide",111,0.000342704712035419,0.0312
"refcode",123,0.000379753870093302,0.044
"research",96,0.000296393264463065,0.0224
"script",88,0.00027169382575781,0.0248
"sourceforge",811,0.00250390559874527,0.114
"spam",634,0.00195743051739149,0.0912
"spamassassin",1121,0.00346100884857392,0.1296
"sponsored",297,0.000916966661932608,0.108
"suggestions",30,9.26228951447078e-05,0.012
"tired",135,0.000416803028151185,0.048
"trying",214,0.000660709985365583,0.066
"user",275,0.000849043205493155,0.0744
"uses",60,0.000185245790289416,0.0228
"via",121,0.000373579010416988,0.04
"accomplish",12,3.70491580578831e-05,0.004
"alva",1,3.08742983815693e-06,4e-04
"approach",49,0.000151284062069689,0.0152
"devel",204,0.000629835686984013,0.0276
"discussed",16,4.93988774105108e-05,0.0044
"edison",1,3.08742983815693e-06,4e-04
"hello",45,0.000138934342717062,0.0176
"html",914,0.00282191087207543,0.1752
"paulgraham",2,6.17485967631386e-06,8e-04
"rules",115,0.000355054431388047,0.0272
"thank",39,0.00012040976368812,0.014
"thomas",38,0.000117322333849963,0.01
"alike",6,1.85245790289416e-05,0.0024
"allow",93,0.000287130974948594,0.0272
"came",111,0.000342704712035419,0.0324
"changes",89,0.000274781255595967,0.0284
"cron",12,3.70491580578831e-05,0.0048
"default",81,0.000250081816890711,0.0276
"dinter",10,3.08742983815693e-05,0.004
"don",878,0.00271076339790178,0.2268
"eval",71,0.000219207518509142,0.004
"even",585,0.0018061464553218,0.1456
"faster",43,0.000132759483040748,0.0124
"great",234,0.000722458582128721,0.0644
"idea",186,0.000574261949897189,0.0564
"job",125,0.000385928729769616,0.0376
"live",110,0.000339617282197262,0.0336
"marc",5,1.54371491907846e-05,0.002
"minds",18,5.55737370868247e-05,0.0028
"months",102,0.000314917843492007,0.0312
"perkel",5,1.54371491907846e-05,0.0016
"react",5,1.54371491907846e-05,0.002
"release",200,0.000617485967631386,0.0488
"remember",91,0.00028095611527228,0.03
"require",58,0.000179070930613102,0.0188
"respond",19,5.86611669249816e-05,0.0056
"rule",91,0.00028095611527228,0.0208
"set",399,0.00123188450542461,0.0892
"spammer",44,0.000135846912878905,0.0112
"suggested",18,5.55737370868247e-05,0.0068
"theo",21,6.48360266012955e-05,0.0072
"though",228,0.00070393400309978,0.0772
"tricks",8,2.46994387052554e-05,0.0032
"updates",51,0.000157458921746003,0.01
"useful",86,0.000265518966081496,0.0284
"van",42,0.000129672053202591,0.0168
"week",144,0.000444589896694598,0.0392
"withput",1,3.08742983815693e-06,4e-04
"barf",1,3.08742983815693e-06,4e-04
"boot",31,9.57103249828648e-05,0.0088
"booting",6,1.85245790289416e-05,0.0016
"box",109,0.000336529852359105,0.0352
"cobalt",1,3.08742983815693e-06,4e-04
"crosslinked",1,3.08742983815693e-06,4e-04
"dev",76,0.000234644667699927,0.0188
"didn",225,0.000694671713585309,0.0732
"dump",27,8.33606056302371e-05,0.0092
"duplicated",3,9.26228951447078e-06,0.0012
"errors",45,0.000138934342717062,0.0156
"everything",123,0.000379753870093302,0.0404
"exist",76,0.000234644667699927,0.0216
"failing",13,4.01365878960401e-05,0.0052
"files",317,0.000978715258695746,0.0756
"filesystems",3,9.26228951447078e-06,0.0012
"fine",100,0.000308742983815693,0.036
"friend",51,0.000157458921746003,0.014
"glibc",8,2.46994387052554e-05,0.002
"hda",5,1.54371491907846e-05,8e-04
"ilug",269,0.000830518626464214,0.0412
"information",351,0.00108368787319308,0.0824
"init",27,8.33606056302371e-05,0.0088
"instance",35,0.000108060044335492,0.0112
"irish",142,0.000438415037018284,0.046
"issues",88,0.00027169382575781,0.03
"john",126,0.000389016159607773,0.0416
"kate",6,1.85245790289416e-05,0.0024
"kernel",263,0.000811994047435272,0.0332
"likely",86,0.000265518966081496,0.0296
"lilo",3,9.26228951447078e-06,8e-04
"link",248,0.000765682599862918,0.0688
"linked",22,6.79234564394524e-05,0.0084
"linux",973,0.00300406923252669,0.1244
"listmaster",119,0.000367404150740674,0.042
"looney",9,2.77868685434123e-05,0.0036
"maintainer",124,0.000382841299931459,0.0436
"mentioned",44,0.000135846912878905,0.0156
"mon",128,0.000395191019284087,0.0476
"noticed",50,0.000154371491907846,0.018
"passing",23,7.10108862776093e-05,0.008
"populating",1,3.08742983815693e-06,4e-04
"present",35,0.000108060044335492,0.012
"queried",3,9.26228951447078e-06,0.0012
"reason",126,0.000389016159607773,0.048
"root",212,0.000654535125689269,0.0332
"rootfs",1,3.08742983815693e-06,4e-04
"seems",245,0.000756420310348447,0.084
"solve",32,9.87977548210217e-05,0.0096
"spotted",14,4.3224017734197e-05,0.0052
"subscription",150,0.000463114475723539,0.0472
"tar",18,5.55737370868247e-05,0.0052
"tell",150,0.000463114475723539,0.052
"turns",30,9.26228951447078e-05,0.012
"users",888,0.00274163769628335,0.144
"wasn",96,0.000296393264463065,0.0312
"woohoo",6,1.85245790289416e-05,0.0024
"worked",94,0.000290218404786751,0.03
"add",191,0.000589699099087973,0.0664
"afterwards",8,2.46994387052554e-05,0.0032
"application",172,0.000531037932162992,0.048
"approximation",3,9.26228951447078e-06,0.0012
"ascii",97,0.000299480694301222,0.0344
"austin",36,0.000111147474173649,0.0136
"begin",166,0.00051251335313405,0.0524
"bottom",34,0.000104972614497336,0.0124
"bug",147,0.000453852186209068,0.0384
"charset",129,0.000398278449122244,0.0408
"column",28,8.6448035468394e-05,0.0092
"columns",9,2.77868685434123e-05,0.0036
"comment",113,0.000348879571711733,0.0416
"congress",68,0.000209945228994671,0.0184
"content",558,0.00172278584969157,0.0688
"cosmetic",2,6.17485967631386e-06,8e-04
"czvagiwe",1,3.08742983815693e-06,4e-04
"detache",1,3.08742983815693e-06,4e-04
"different",273,0.000842868345816841,0.0764
"display",62,0.00019142064996573,0.02
"documentation",36,0.000111147474173649,0.0108
"doers",61,0.000188333220127573,0.0124
"done",231,0.00071319629261425,0.0672
"elz",21,6.48360266012955e-05,0.0084
"etc",259,0.000799644328082644,0.0672
"evil",64,0.000197595509642043,0.0224
"file",469,0.0014480045940956,0.1004
"fits",14,4.3224017734197e-05,0.0052
"fixes",15,4.63114475723539e-05,0.006
"folder",241,0.00074407059099582,0.0388
"full",135,0.000416803028151185,0.036
"functionality",14,4.3224017734197e-05,0.0052
"funny",42,0.000129672053202591,0.0156
"gnu",89,0.000274781255595967,0.0344
"gnupg",124,0.000382841299931459,0.0344
"going",282,0.000870655214360254,0.0784
"hopefully",24,7.40983161157663e-05,0.0096
"iddbqezqj",1,3.08742983815693e-06,4e-04
"iii",49,0.000151284062069689,0.0192
"kbhriuiraipuajwlmuuswhlnqzcmsdlgpedknraccdfzh",1,3.08742983815693e-06,4e-04
"leave",63,0.000194508079803886,0.0244
"leaving",28,8.6448035468394e-05,0.0108
"left",121,0.000373579010416988,0.0376
"lengthen",1,3.08742983815693e-06,4e-04
"less",219,0.000676147134556367,0.064
"main",94,0.000290218404786751,0.0276
"much",463,0.00142948001506666,0.1312
"munnari",11,3.39617282197262e-05,0.0036
"nice",140,0.00043224017734197,0.0384
"order",102,0.000314917843492007,0.0352
"others",155,0.000478551624914324,0.0472
"ouch",28,8.6448035468394e-05,0.0052
"pack",21,6.48360266012955e-05,0.0068
"pcggnfrlim",1,3.08742983815693e-06,4e-04
"pgp",335,0.00103428899578257,0.0416
"plain",151,0.000466201905561696,0.0484
"qjoj",1,3.08742983815693e-06,4e-04
"robert",87,0.000268606395919653,0.0272
"screen",46,0.000142021772555219,0.0144
"side",74,0.000228469808023613,0.0244
"signature",341,0.00105281357481151,0.0472
"suite",46,0.000142021772555219,0.0164
"takes",71,0.000219207518509142,0.0264
"text",409,0.00126275880380618,0.0844
"thought",181,0.000558824800706404,0.0532
"todo",6,1.85245790289416e-05,0.0024
"top",140,0.00043224017734197,0.0364
"type",438,0.00135229426911273,0.0836
"update",123,0.000379753870093302,0.0352
"vacation",10,3.08742983815693e-05,0.0036
"war",226,0.000697759143423466,0.0364
"width",98,0.000302568124139379,0.0032
"window",123,0.000379753870093302,0.0244
"work",542,0.00167338697228105,0.1316
"wrong",159,0.000490901344266952,0.052
"accounts",25,7.71857459539232e-05,0.0092
"acquired",24,7.40983161157663e-05,0.0076
"address",136,0.000419890457989342,0.0352
"addresses",56,0.000172896070936788,0.0192
"ads",17,5.24863072486678e-05,0.0056
"advertising",27,8.33606056302371e-05,0.0072
"advocacy",2,6.17485967631386e-06,8e-04
"advocates",4,1.23497193526277e-05,0.0012
"affect",7,2.16120088670985e-05,0.0028
"affecting",2,6.17485967631386e-06,8e-04
"allows",45,0.000138934342717062,0.0156
"almost",117,0.000361229291064361,0.0404
"american",202,0.000623660827307699,0.032
"angeles",15,4.63114475723539e-05,0.0048
"another",307,0.000947840960314177,0.0968
"anti",44,0.000135846912878905,0.0148
"approached",10,3.08742983815693e-05,0.004
"area",123,0.000379753870093302,0.0272
"asking",45,0.000138934342717062,0.016
"asset",4,1.23497193526277e-05,0.0016
"attacked",18,5.55737370868247e-05,0.0056
"avoid",47,0.000145109202393376,0.0156
"bayarea",6,1.85245790289416e-05,0.0012
"begun",18,5.55737370868247e-05,0.0052
"believe",113,0.000348879571711733,0.038
"belong",5,1.54371491907846e-05,0.002
"best",315,0.000972540399019432,0.0852
"bill",102,0.000314917843492007,0.0276
"broader",7,2.16120088670985e-05,0.0024
"california",49,0.000151284062069689,0.0128
"campaign",32,9.87977548210217e-05,0.008
"campaigns",4,1.23497193526277e-05,0.0016
"candidate",9,2.77868685434123e-05,0.0028
"candidates",23,7.10108862776093e-05,0.0056
"casting",4,1.23497193526277e-05,0.0016
"cents",12,3.70491580578831e-05,0.004
"ceo",16,4.93988774105108e-05,0.0052
"chances",13,4.01365878960401e-05,0.0052
"channels",19,5.86611669249816e-05,0.0056
"chest",8,2.46994387052554e-05,0.0032
"chief",47,0.000145109202393376,0.0104
"choose",48,0.000148196632231533,0.0176
"chosen",14,4.3224017734197e-05,0.0052
"church",32,9.87977548210217e-05,0.008
"civic",3,9.26228951447078e-06,8e-04
"clinton",37,0.000114234904011806,0.0036
"commercial",52,0.00016054635158416,0.0164
"committee",23,7.10108862776093e-05,0.0068
"communicate",14,4.3224017734197e-05,0.0048
"communication",14,4.3224017734197e-05,0.004
"communications",187,0.000577349379735345,0.0468
"company",210,0.000648360266012955,0.0372
"constituents",3,9.26228951447078e-06,8e-04
"constitute",3,9.26228951447078e-06,0.0012
"contacting",4,1.23497193526277e-05,0.0012
"country",140,0.00043224017734197,0.036
"coverage",27,8.33606056302371e-05,0.0076
"cynicism",1,3.08742983815693e-06,4e-04
"debate",20,6.17485967631386e-05,0.0076
"decide",33,0.000101885184659179,0.0116
"defined",36,0.000111147474173649,0.0084
"delete",44,0.000135846912878905,0.0132
"democracy",42,0.000129672053202591,0.0056
"deputy",12,3.70491580578831e-05,0.002
"detractors",2,6.17485967631386e-06,8e-04
"differentiate",1,3.08742983815693e-06,4e-04
"direct",43,0.000132759483040748,0.0116
"directly",62,0.00019142064996573,0.0224
"disclaimer",8,2.46994387052554e-05,0.0028
"duty",8,2.46994387052554e-05,0.0028
"educated",15,4.63114475723539e-05,0.0056
"effort",51,0.000157458921746003,0.0144
"efforts",64,0.000197595509642043,0.0112
"encountered",7,2.16120088670985e-05,0.0028
"endure",1,3.08742983815693e-06,4e-04
"engage",8,2.46994387052554e-05,0.0028
"ensure",60,0.000185245790289416,0.0104
"entirely",42,0.000129672053202591,0.0168
"equally",8,2.46994387052554e-05,0.0032
"era",29,8.95354653065509e-05,0.0068
"experience",140,0.00043224017734197,0.0424
"faced",10,3.08742983815693e-05,0.004
"factory",3,9.26228951447078e-06,0.0012
"fair",41,0.000126584623364434,0.014
"field",51,0.000157458921746003,0.0148
"flier",1,3.08742983815693e-06,4e-04
"floors",2,6.17485967631386e-06,8e-04
"focused",21,6.48360266012955e-05,0.0064
"fork",439,0.00135538169895089,0.0808
"former",51,0.000157458921746003,0.0132
"founder",26,8.02731757920801e-05,0.0044
"funded",5,1.54371491907846e-05,0.002
"future",126,0.000389016159607773,0.0348
"gop",1,3.08742983815693e-06,4e-04
"gubernatorial",4,1.23497193526277e-05,0.0012
"handshake",9,2.77868685434123e-05,0.0024
"highly",25,7.71857459539232e-05,0.0084
"hurting",7,2.16120088670985e-05,0.0024
"individuals",42,0.000129672053202591,0.0108
"intense",10,3.08742983815693e-05,0.004
"intrusive",2,6.17485967631386e-06,4e-04
"irrelevant",7,2.16120088670985e-05,0.0028
"jones",17,5.24863072486678e-05,0.004
"know",521,0.00160855094567976,0.1568
